Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adveresaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR;;;
24-25;17;Championat de France;Exterieur;Defaite;Bourges;;Starter;N. Angloma;31;27;0,45;27,45;4;10;0,40;3;8;0,38;1;2;0,50;3;4;0,75;;;;;;;;12;3;3;6;1;1;1;0;0;2;3;8;12;33;N. Angloma;3;33;N. Angloma
24-25;17;Championat de France;Exterieur;Defaite;Bourges;Capitaine;Starter;R. Bernies(C);32;24;0,4;24,4;3;9;0,33;1;2;0,50;2;7;0,29;1;2;0,50;;;;;;;;9;0;2;2;3;4;2;0;0;1;4;3;5;47;R. Bernies(C);4;47;R. Bernies(C)
24-25;17;Championat de France;Exterieur;Defaite;Bourges;;Starter;M. Milapie;22;28;0,47;28,47;3;8;0,38;3;7;0,43;0;1;0,00;0;0;;;;;;;;;6;1;3;4;0;1;2;0;1;4;2;-7;6;77;M. Milapie;5;77;M. Milapie
24-25;17;Championat de France;Exterieur;Defaite;Bourges;;Banc;H. Limouzin;18;56;0,93;56,93;2;6;0,33;2;6;0,33;0;0;;0;0;;;;;;;;;4;2;1;3;5;0;0;0;1;1;1;-7;8;3;H. Limouzin;7;3;H. Limouzin
24-25;17;Championat de France;Exterieur;Defaite;Bourges;;Banc;A. Tagayi;0;1;0,02;1,02;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;-2;0;5;A. Tagayi;8;5;A. Tagayi
24-25;17;Championat de France;Exterieur;Defaite;Bourges;;Banc;A. Brun;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;8;A. Brun;9;8;A. Brun
24-25;17;Championat de France;Exterieur;Defaite;Bourges;;Banc;E. Naigre;27;58;0,97;58,97;2;11;0,18;1;4;0,25;1;7;0,14;0;0;;;;;;;;;5;0;7;7;4;3;0;0;0;5;0;-6;4;13;E. Naigre;10;13;E. Naigre
24-25;17;Championat de France;Exterieur;Defaite;Bourges;;Banc;A. Keita;0;1;0,02;1,02;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;31;A. Keita;11;31;A. Keita
24-25;17;Championat de France;Exterieur;Defaite;Bourges;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;0;2;0;0;0;0;0;0;0;0;Team / Coach;12;;Team / Coach
24-25;17;Championat de France;Exterieur;Defaite;Bourges;;Banc;TOTAUX EQUIPE;;;;;23;64;0,36;15;35;0,43;8;29;0,28;10;12;0,83;11;22;13;3;9;14;13;64;10;29;39;15;14;7;0;2;16;16;0;68;0;TOTAUX EQUIPE;13;;TOTAUX EQUIPE
24-25;18;Championat de France;Domicile;Victoire;Tarbes;;Starter;A. Suarez Utrero;30;8;0,13;8,13;6;12;0,50;4;8;0,50;2;4;0,50;1;1;1,00;;;;;;;;15;1;4;5;5;1;1;0;0;1;1;4;19;1;A. Suarez Utrero;1;1;A. Suarez Utrero
24-25;18;Championat de France;Domicile;Victoire;Tarbes;;Starter;J. Bailey;35;41;0,68;41,68;4;14;0,29;4;9;0,44;0;5;0,00;0;1;0,00;;;;;;;;8;2;5;7;3;0;4;0;0;3;4;6;11;10;J. Bailey;2;10;J. Bailey
24-25;18;Championat de France;Domicile;Victoire;Tarbes;;Starter;E. Naigre;26;44;0,73;44,73;4;8;0,50;1;3;0,33;3;5;0,60;0;0;;;;;;;;;11;0;2;2;2;2;0;0;0;3;1;-10;9;13;E. Naigre;3;13;E. Naigre
24-25;18;Championat de France;Domicile;Victoire;Tarbes;Capitaine;Starter;R. Bernies(C);31;13;0,22;13,22;2;5;0,40;0;1;0,00;2;4;0,50;4;6;0,67;;;;;;;;10;0;0;0;2;6;1;0;0;2;5;13;2;47;R. Bernies(C);4;47;R. Bernies(C)
24-25;18;Championat de France;Domicile;Victoire;Tarbes;;Starter;M. Milapie;25;6;0,1;6,1;2;6;0,33;2;6;0,33;0;0;;0;0;;;;;;;;;4;5;2;7;3;1;0;0;0;1;1;8;9;77;M. Milapie;5;77;M. Milapie
24-25;18;Championat de France;Domicile;Victoire;Tarbes;;Banc;H. Limouzin;19;35;0,58;35,58;1;5;0,20;1;4;0,25;0;1;0,00;0;0;;;;;;;;;2;1;1;2;4;1;1;0;1;0;2;-1;4;3;H. Limouzin;7;3;H. Limouzin
24-25;18;Championat de France;Domicile;Victoire;Tarbes;;Banc;A. Tagayi;1;6;0,1;6,1;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;5;0;5;A. Tagayi;8;5;A. Tagayi
24-25;18;Championat de France;Domicile;Victoire;Tarbes;;Banc;A. Brun;0;6;0,1;6,1;0;1;0,00;0;1;0,00;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;2;-1;8;A. Brun;9;8;A. Brun
24-25;18;Championat de France;Domicile;Victoire;Tarbes;;Banc;A. Keita;1;2;0,03;2,03;0;1;0,00;0;1;0,00;0;0;;0;0;;;;;;;;;0;1;0;1;0;0;0;0;0;0;0;5;0;31;A. Keita;10;31;A. Keita
24-25;18;Championat de France;Domicile;Victoire;Tarbes;;Banc;N. Angloma;28;19;0,32;19,32;7;14;0,50;4;10;0,40;3;4;0,75;0;0;;;;;;;;;17;4;5;9;1;1;1;0;0;0;1;13;20;33;N. Angloma;11;33;N. Angloma
24-25;18;Championat de France;Domicile;Victoire;Tarbes;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;4;0;1;0;0;0;0;0;0;0;0;Team / Coach;12;;Team / Coach
24-25;18;Championat de France;Domicile;Victoire;Tarbes;;Banc;TOTAUX EQUIPE;;;;;26;66;0,39;16;43;0,37;10;23;0,43;5;8;0,63;24;24;12;15;19;26;12;67;15;22;37;20;13;8;0;1;10;15;0;76;0;TOTAUX EQUIPE;13;;TOTAUX EQUIPE
24-25;19;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;J. Bailey;33;34;0,57;34,57;2;5;0,40;2;3;0,67;0;2;0,00;1;1;1,00;;;;;;;;5;2;7;9;2;0;4;0;1;3;5;-14;17;10;J. Bailey;1;10;J. Bailey
24-25;19;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;E. Naigre;30;30;0,5;30,5;2;11;0,18;0;2;0,00;2;9;0,22;2;3;0,67;;;;;;;;8;0;3;3;2;2;0;0;0;2;1;-25;1;13;E. Naigre;2;13;E. Naigre
24-25;19;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;G. Rabot;12;38;0,63;38,63;0;5;0,00;0;3;0,00;0;2;0,00;0;0;;;;;;;;;0;0;2;2;0;2;0;0;2;2;0;-15;-5;26;G. Rabot;3;26;G. Rabot
24-25;19;Championat de France;Exterieur;Defaite;Basket Landes;Capitaine;Starter;R. Bernies(C);25;14;0,23;14,23;3;8;0,38;2;2;1,00;1;6;0,17;2;2;1,00;;;;;;;;9;0;1;1;3;3;1;0;0;2;1;-21;6;47;R. Bernies(C);4;47;R. Bernies(C)
24-25;19;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;M. Milapie;16;2;0,03;2,03;0;2;0,00;0;2;0,00;0;0;;2;2;1,00;;;;;;;;2;1;1;2;0;1;1;0;0;1;1;-10;2;77;M. Milapie;5;77;M. Milapie
24-25;19;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;A. Suarez Utrero;31;1;0,02;1,02;2;5;0,40;2;3;0,67;0;2;0,00;0;0;;;;;;;;;4;0;3;3;4;3;1;0;0;2;2;-16;6;1;A. Suarez Utrero;7;1;A. Suarez Utrero
24-25;19;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;H. Limouzin;13;20;0,33;20,33;2;14;0,14;2;12;0,17;0;2;0,00;0;0;;;;;;;;;4;2;2;4;0;1;0;0;0;4;0;-20;-5;3;H. Limouzin;8;3;H. Limouzin
24-25;19;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;A. Tagayi;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5;A. Tagayi;9;5;A. Tagayi
24-25;19;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;D. Fankam Mendjiadeu;18;30;0,5;30,5;1;6;0,17;1;6;0,17;0;0;;9;10;0,90;;;;;;;;11;5;1;6;0;3;0;0;1;5;7;-11;8;32;D. Fankam Mendjiadeu;10;32;D. Fankam Mendjiadeu
24-25;19;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;N. Angloma;19;11;0,18;11,18;1;6;0,17;1;5;0,20;0;1;0,00;0;0;;;;;;;;;2;1;3;4;0;1;0;0;0;1;0;-23;0;33;N. Angloma;11;33;N. Angloma
24-25;19;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;3;2;5;0;5;0;0;0;0;0;0;0;0;Team / Coach;12;;Team / Coach
24-25;19;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;TOTAUX EQUIPE;;;;;13;62;0,21;10;38;0,26;3;24;0,13;16;18;0,89;9;14;8;2;21;6;7;45;14;25;39;11;21;7;0;4;22;17;0;30;0;TOTAUX EQUIPE;13;;TOTAUX EQUIPE
24-25;20;Championat de France;Domicile;Victoire;Chartres;;Starter;J. Bailey;27;52;0,87;52,87;2;10;0,20;2;5;0,40;0;5;0,00;2;4;0,50;;;;;;;;6;0;5;5;3;0;4;1;1;1;4;8;9;10;J. Bailey;1;10;J. Bailey
24-25;20;Championat de France;Domicile;Victoire;Chartres;;Starter;E. Naigre;25;43;0,72;43,72;1;6;0,17;1;2;0,50;0;4;0,00;1;2;0,50;;;;;;;;3;0;3;3;4;3;0;0;0;3;1;-17;1;13;E. Naigre;2;13;E. Naigre
24-25;20;Championat de France;Domicile;Victoire;Chartres;;Starter;D. Fankam Mendjiadeu;24;7;0,12;7,12;7;10;0,70;7;10;0,70;0;0;;7;11;0,64;;;;;;;;21;4;3;7;1;4;1;0;1;2;6;7;19;32;D. Fankam Mendjiadeu;3;32;D. Fankam Mendjiadeu
24-25;20;Championat de France;Domicile;Victoire;Chartres;;Starter;N. Angloma;27;43;0,72;43,72;3;7;0,43;3;6;0,50;0;1;0,00;1;1;1,00;;;;;;;;7;0;3;3;3;2;1;0;0;3;1;7;8;33;N. Angloma;4;33;N. Angloma
24-25;20;Championat de France;Domicile;Victoire;Chartres;Capitaine;Starter;R. Bernies(C);29;27;0,45;27,45;6;12;0,50;4;6;0,67;2;6;0,33;5;5;1,00;;;;;;;;19;0;1;1;3;2;2;0;0;1;3;6;17;47;R. Bernies(C);5;47;R. Bernies(C)
24-25;20;Championat de France;Domicile;Victoire;Chartres;;Banc;A. Suarez Utrero;23;14;0,23;14,23;1;8;0,13;0;4;0,00;1;4;0,25;2;2;1,00;;;;;;;;5;0;1;1;6;4;2;0;0;2;3;-7;3;1;A. Suarez Utrero;7;1;A. Suarez Utrero
24-25;20;Championat de France;Domicile;Victoire;Chartres;;Banc;H. Limouzin;10;38;0,63;38,63;2;5;0,40;2;3;0,67;0;2;0,00;0;0;;;;;;;;;4;0;2;2;1;0;0;0;1;0;1;-3;4;3;H. Limouzin;8;3;H. Limouzin
24-25;20;Championat de France;Domicile;Victoire;Chartres;;Banc;A. Tagayi;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5;A. Tagayi;9;5;A. Tagayi
24-25;20;Championat de France;Domicile;Victoire;Chartres;;Banc;A. Brun;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;8;A. Brun;10;8;A. Brun
24-25;20;Championat de France;Domicile;Victoire;Chartres;;Banc;G. Rabot;19;32;0,53;32,53;1;3;0,33;1;3;0,33;0;0;;1;4;0,25;;;;;;;;3;2;4;6;4;1;5;0;0;3;2;8;12;26;G. Rabot;11;26;G. Rabot
24-25;20;Championat de France;Domicile;Victoire;Chartres;;Banc;A. Keita;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;31;A. Keita;12;31;A. Keita
24-25;20;Championat de France;Domicile;Victoire;Chartres;;Banc;M. Milapie;11;44;0,73;44,73;3;5;0,60;3;4;0,75;0;1;0,00;0;0;;;;;;;;;6;2;1;3;1;1;0;0;0;4;0;-4;7;77;M. Milapie;13;77;M. Milapie
24-25;20;Championat de France;Domicile;Victoire;Chartres;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;6;3;9;0;0;0;0;0;0;0;0;0;0;Team / Coach;14;;Team / Coach
24-25;20;Championat de France;Domicile;Victoire;Chartres;;Banc;TOTAUX EQUIPE;;;;;26;66;0,39;23;43;0,53;3;23;0,13;19;29;0,66;28;42;9;14;18;13;15;74;14;26;40;26;17;15;1;3;19;21;0;89;0;TOTAUX EQUIPE;15;;TOTAUX EQUIPE
24-25;21;Championat de France;Exterieur;Victoire;Roche Vendée;;Starter;J. Bailey;24;20;0,33;20,33;2;4;0,50;0;1;0,00;2;3;0,67;0;0;;;;;;;;;6;2;1;3;6;3;0;0;0;3;2;7;10;10;J. Bailey;1;10;J. Bailey
24-25;21;Championat de France;Exterieur;Victoire;Roche Vendée;;Starter;G. Rabot;29;24;0,4;24,4;5;10;0,50;2;3;0,67;3;7;0,43;1;2;0,50;;;;;;;;14;0;6;6;1;5;4;0;0;3;2;15;14;26;G. Rabot;2;26;G. Rabot
24-25;21;Championat de France;Exterieur;Victoire;Roche Vendée;;Starter;D. Fankam Mendjiadeu;26;5;0,08;5,08;8;12;0,67;8;11;0,73;0;1;0,00;1;1;1,00;;;;;;;;17;3;9;12;3;4;1;1;0;1;2;17;26;32;D. Fankam Mendjiadeu;3;32;D. Fankam Mendjiadeu
24-25;21;Championat de France;Exterieur;Victoire;Roche Vendée;;Starter;N. Angloma;10;30;0,5;30,5;0;3;0,00;0;2;0,00;0;1;0,00;0;0;;;;;;;;;0;0;2;2;1;1;0;0;0;0;0;-3;-1;33;N. Angloma;4;33;N. Angloma
24-25;21;Championat de France;Exterieur;Victoire;Roche Vendée;Capitaine;Starter;R. Bernies(C);28;44;0,73;44,73;3;3;1,00;1;1;1,00;2;2;1,00;0;0;;;;;;;;;8;0;4;4;7;3;3;0;0;2;2;23;19;47;R. Bernies(C);5;47;R. Bernies(C)
24-25;21;Championat de France;Exterieur;Victoire;Roche Vendée;;Banc;A. Suarez Utrero;29;13;0,22;13,22;4;9;0,44;3;6;0,50;1;3;0,33;3;3;1,00;;;;;;;;12;2;5;7;7;1;1;0;0;1;2;24;21;1;A. Suarez Utrero;7;1;A. Suarez Utrero
24-25;21;Championat de France;Exterieur;Victoire;Roche Vendée;;Banc;H. Limouzin;8;8;0,13;8,13;1;5;0,20;1;5;0,20;0;0;;0;0;;;;;;;;;2;1;0;1;1;0;2;0;2;1;0;-5;2;3;H. Limouzin;8;3;H. Limouzin
24-25;21;Championat de France;Exterieur;Victoire;Roche Vendée;;Banc;A. Brun;1;1;0,02;1,02;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;2;0;8;A. Brun;9;8;A. Brun
24-25;21;Championat de France;Exterieur;Victoire;Roche Vendée;;Banc;E. Naigre;22;26;0,43;26,43;3;10;0,30;0;3;0,00;3;7;0,43;0;0;;;;;;;;;9;0;2;2;1;0;0;0;0;1;2;7;5;13;E. Naigre;10;13;E. Naigre
24-25;21;Championat de France;Exterieur;Victoire;Roche Vendée;;Banc;M. Milapie;19;18;0,3;18,3;5;9;0,56;5;9;0,56;0;0;;2;2;1,00;;;;;;;;12;1;1;2;0;1;0;0;0;3;1;18;9;77;M. Milapie;11;77;M. Milapie
24-25;21;Championat de France;Exterieur;Victoire;Roche Vendée;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;3;3;6;0;0;0;0;0;0;0;0;0;0;Team / Coach;12;;Team / Coach
24-25;21;Championat de France;Exterieur;Victoire;Roche Vendée;;Banc;TOTAUX EQUIPE;;;;;31;65;0,48;20;41;0,49;11;24;0,46;7;8;0,88;11;32;13;10;35;21;10;80;12;33;45;27;18;11;1;2;15;13;0;111;0;TOTAUX EQUIPE;13;;TOTAUX EQUIPE
24-25;22;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Starter;A. Suarez Utrero;28;46;0,77;46,77;3;8;0,38;1;3;0,33;2;5;0,40;1;1;1,00;;;;;;;;9;0;4;4;6;0;1;0;0;1;0;16;15;1;A. Suarez Utrero;1;1;A. Suarez Utrero
24-25;22;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Starter;J. Bailey;33;58;0,97;58,97;3;7;0,43;3;4;0,75;0;3;0,00;3;4;0,75;;;;;;;;9;2;6;8;5;2;2;1;0;2;3;17;18;10;J. Bailey;2;10;J. Bailey
24-25;22;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Starter;E. Naigre;28;36;0,6;36,6;4;14;0,29;2;3;0,67;2;11;0,18;0;0;;;;;;;;;10;0;4;4;4;0;0;0;0;2;2;8;8;13;E. Naigre;3;13;E. Naigre
24-25;22;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;Capitaine;Starter;R. Bernies(C);28;43;0,72;43,72;4;8;0,50;1;3;0,33;3;5;0,60;2;2;1,00;;;;;;;;13;0;1;1;2;0;1;0;0;3;1;21;13;47;R. Bernies(C);4;47;R. Bernies(C)
24-25;22;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Starter;M. Milapie;22;32;0,53;32,53;3;6;0,50;3;6;0,50;0;0;;2;2;1,00;;;;;;;;8;4;3;7;3;4;1;0;0;3;1;8;12;77;M. Milapie;5;77;M. Milapie
24-25;22;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Banc;H. Limouzin;10;46;0,77;46,77;0;1;0,00;0;1;0,00;0;0;;0;0;;;;;;;;;0;2;0;2;1;1;0;0;0;0;0;-9;1;3;H. Limouzin;7;3;H. Limouzin
24-25;22;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Banc;G. Rabot;13;12;0,2;12,2;1;7;0,14;1;3;0,33;0;4;0,00;0;2;0,00;;;;;;;;2;1;3;4;0;1;1;0;0;3;1;-2;-2;26;G. Rabot;8;26;G. Rabot
24-25;22;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Banc;A. Keita;0;3;0,05;3,05;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;31;A. Keita;9;31;A. Keita
24-25;22;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Banc;D. Fankam Mendjiadeu;16;14;0,23;14,23;3;10;0,30;3;10;0,30;0;0;;8;8;1,00;;;;;;;;14;4;5;9;2;3;0;0;0;4;7;14;15;32;D. Fankam Mendjiadeu;10;32;D. Fankam Mendjiadeu
24-25;22;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Banc;N. Angloma;16;50;0,83;50,83;4;6;0,67;4;6;0,67;0;0;;0;2;0,00;;;;;;;;8;1;0;1;0;1;1;0;0;1;2;-3;5;33;N. Angloma;11;33;N. Angloma
24-25;22;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;3;5;0;1;0;0;0;1;0;0;0;0;Team / Coach;12;;Team / Coach
24-25;22;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Banc;TOTAUX EQUIPE;;;;;25;67;0,37;18;39;0,46;7;28;0,25;16;21;0,76;14;22;12;6;24;16;11;73;16;29;45;23;13;7;1;0;20;17;0;89;0;TOTAUX EQUIPE;13;;TOTAUX EQUIPE
